id	reviewed	portuguese
BOR-CORBO-BIB-CAN-0001	Imearudure imearudu kurire jiwu mako ji. Emare aregodure oino, tui taredo torekaridoge etaogeje dutabo, tui taredo aoporudoge etaogeje dutabo.	
BOR-CORBO-BIB-CAN-0002	Imearudu kurire jiwu ure nono ia pobogo ukigareure, ure nono ia kaidagaparure. Emare rakojere oino motori kuje ji taiwo tabo bai poro ji mato, toebatodu tabo meriri padui pugajejedu piji.	
