id,bororo
996,"Icare nowu eimejerage eture etododai.
Nowu Akaruio Bokodori uture boetoji, Bakorokudu uture rekodaji."
997,"Icare nowu Akaruio Bokodori ure togwa tugu nowu borobarito, ure nowu powari akopdo: - ererererere... ererererere... ererererere...."
998,"Awure icare ure ako redo: erere... erere... erere... erere..., tureru tabo."
999,Ewure akore br! br! br! br! br! br! bororo kae
1000,Nowu Bakorokudu ure pana akodo: ca! ca! ca! ca! tureru tabo.
1001,"Eregodajire nowu etuo kodure, nowu tuwabo tabo."
1002,"Ekodo jii... bororo kae. Icare ere taiado bororoji, nowu turoinodutabo."
1003,"Ere taredo tumebiji (para um lado e outro) br! br! br! br! br! br! tugodui bororoji, nowu powari ako rekodaji, nowu pana ako rekodaji . Ere turodo nono nowu powari, nowu pana ako ureore tugodui rekodaji."
1004,"Etaregodure nowu aroe ao kae tu, dukejere ere tamudo, ere tuwuredo, egore: m!.... tui tuwuredo dukeje. Ca! Dukejere icare eture pugeje, nowu turoia tabo rugadu jii...  nowu ture tuwuredowo kae."
1005,"Icare nowu Iwagududoge eture etae. Icare ere nowu enoroe kiwuje epiji. Nowu etugo, ewaiga, nowu eimo pariko, ere tugeragu ji epiji. Ere jeto tu nowu aroe ao keje (é meio dia)."
1006,"Dukeje icare ere etaimo, ere pobo redo eiogi."
1007,Dukejere icare ere togwamu Pf! Joruboji.
1008,"Dukeje icare Tadugo makore, akore: - Imedumage, itore, tarego bapo kae, tawo bapo maku Ecerae etai, Ecerae eragoduwo tuiaduji."
1009,"Icare nowu ipare eregodure bapo kae. Ere maku nowu Ecerae eiamedu ai. Icare eragodure, nowu togwa kodaji."
1010,"Roia akedukeje, aroe etuo aregodure, kodo kuri, ure tumugudo tu nono ewure paru. Icare ere nowu cimo pariko, nowu tuwabo, ere maku ai."
1011,"Icare imadure tabo, akore: No... no no hu... hu hu!..."
1012,Icare ure turagojedo tabo toro tuwai kae. Ure jeto tu tuwai tada tuieda keje.
1013,"Icare Tadugo, Butoregadu, Aroia Kurirewu, Kogebowu, emagogodure pui, egore: - Pawo Arigaodoge etawuje."
1014,Icare boecodure. Icare barogwa kododure.
1015,"Dukeje icare eregodure Ecerae ekera kae, tugo tabo. Ere raido ekera kae. Ere tugera kogudo kajeje tu tu tu tu turugadu dutabo."
1016,"Icare eture ebo. Ekodo ebo jii.. toe baa kae. Ere emugudo keje. Eregodure iage etae pugeje, etaregodure ebo, ere emugudo nono nowu tumedage ebo."
1017,"Dukeje icare ere irogodo (carvão) tugu eto, ere nowa tugu eto. Aroe arigaodo eire eroino. Emagere ere etawuje."
1018,"Icare ere etudo. Nowugere icare eture ba okwaji, nowu tuieda piji. Ere taodo já pumeji ba okwato, egore: wa wa wa wa, arigaodoge egoiaji."
1019,"Ekodure jiii etaregodure tugoda paru kae. Icare eture bororoji pugeje jii... Ca!.Ere tuwuredo nono aroe ao keje, egore: -m!..."
1020,"Icare eture toro bato (Aroe Arigaodoge). Ere tamudo. Meri kodo jiii... jeture woe pagudu otoji (3 horas da tarde), dutabore icare Tugarege eregodure Ecerae etae pugeje. Ecerae eiamedu pugeje."
1021,"Icare ere nonogo tugu enogwato, ere enogwa kujagudo, ere ekera kujagudo, ere ewure kujagudo. Icare ere kaidaga bu ewugeje, ere kogudo ekana kajeje, ekera kajeje, ere kogudo ekajeje. Ere pariko tugu etaoto (homens e mulheres)"
1022,Icare eture ebo bororo kae. Ekodo ebo jii... aroe ao kae.
1023,"Ca! Eture bororoji. Nowu tago tabo, nowu tugudutabore eture bororoji."
1024,"Ekodo jii ... bororo paru kae. Ere tamudo nono, egore: m m m m ..."
1025,"Dukeje icare Aroia Kurirewu, Okogebowu, Butoregadu icare ere tugeragu ei, ere pariko ta etao piji, ere cewu ekuie kaidaga ere kiwuje epiji, ere jeto tu nowu aroe ao keje."
1026,"Icare egore: - Ca! Tarego bapo kae. Bapo maku Ecerae etai, eragoduwo."
1027,"Icare eragodure, nowu togwa kodaji: KIDOGURU PARA, ROIA GIGUDU."
1028,"Roia akedure dukeje, cewu aroe uo ure turagojedo, kodo kuri, ure tumugudo tu, ewure paru."
1029,"Icare ere nowu toroe to pui ae, ere maku ai. Ere tuwabo maku ai."
1030,"Dukejere icare imadure tabo, akore: No... no no hu... hu hu!..."
1031,Icare ure reko toro bato tuwai kae ure jeto nowu ture jetowo keje.
1032,"Oinore akore Birimodoji (aroroedu), Kaborewuji (aroroedu). Oinore akore Tadugoji (iwagududogedu). Oinore akore Butoregaduji (iwagududogedu). Oinore akore Ki Bakororoji (kiedu)."
1033,Icare egore: - U! Kode akire akodure boetoji. Oinore egore Akaruio Borogeji
1034,"Icare akore: - Aroia Kurirewu (iwagududogedu),  akera bu Akaruio Boroge ao keje."
1035,"Ure tugera bu ao keje, akore: - Akagodo Aroeiagu tugera to, tuwure to motoji Parabara tabo tumeduia joki, tuge moiawe etawadu paru tabo."
1036,"Icare Akaruio Boroge makogodure, akore:"
1037,"- Kodire inagoino, iedagamage Badojebage Cebegiwuge tagae toro, tabadure toro, iwadarugodure tagae toro! Kodire inoagoino, iadagamage Badojebage Cobugiwuge tagae toro, tabadure toro, iwadarugodure tagae toro!"
1038,"Kodire inagoino, iedagamage Kie Ceb.. tagae toro, tabadure toro, iwadarugodure tagae toro!"
1039,Boe egore: - M! M! M!...
1040,"Icare akore: - Iedagamage (2), pawo Aroe eedudo."
1041,"Akore Pawo Aroedo tugera to, tuwure to motoji Parabara tabo tumeduia joki."
1042,Boe egore: - M!...
1043,"Icare Birimodo (Ar.Cob.) akore: - Kodire inagoino, iorubodare (Akaruio Bokodori, Bak.Ec) akae, akonagodure atui aerubo kae duji."
1044,"Akore: - Kodire inagoino, iorubodare (Oca Kudurewu, Bad,) akae, akonagodure aragodui aiadu paru jitu duji."
1045,"Icare Tadugo (Iw.) akore: - Kodire inagoino, iorubodare (Ki Bakororo, Kied.) akae: akonagodure atui aerubo kae duji."
1046,"Icare Ki Bakororo ure turagojedo pugeje, akore: - Kodire inagoino, iorubodare (Mano Kurirewu,Ar.Ceb.) akae, akonagodure ai akado aerubo bogai duji."
1047,Icare egore: - Bapo reko. Tawaduwo panato.
1048,"Icare nowu aroe etawarare aregodure, ure tumugudo tu. Ure tugu bapoto gri gri gri. Du tonajire ipere ere iogwarido, egore: - Wa!..."
1049,Barogwa kododukejere icare Akaruio Boroge ure nowa tugu nowu ipare eiameduto.
1050,Oca Kudurewu nowu Parabaradoge etuo rema. Nowure umode togwa tugu ikato.
1051,Dukejere icare Parabaradoge eregodumode ciwo kae (Vão cortar as taquaras)
1052,"Jerigi Otojiwu rekodure Parabaradoge enodo tabo etododai, nowu kado kae. Nowu Jerigi Otojiwu koiare umode kado kado boetoji. Nowu koiare umode ipo to nowu tuo Oca Kudurewu uporoji, du akomode: - Iai iai iai!"
1053,"Icare etaregodure nowu kado tabo (ere ia bowuje, ere ia iwure)"
1054,Nowu Oca Kudurewu ure togwa tugu ikato etogi.
1055,Icare ere turemo tabo baito. Icare ere roiao ta pugeje (cewu togwa koda mito duji = o mesmo da noite anterior).
1056,Icare akegodure ei. Icare Birimodo rekodure tonaregedu ae (tonaregedu Bakorokudu ae).
1057,"Icare  Ki Bakororo rekodure tuiiorubodare Birimodo ae, rekodure Mano Baru ae, ure ewuredo tu."
1058,Icare egore: - Buturori je bu! Buturori je bu!
1059,"Ca! Dukejere icare aroe etuomage ere pariko tugu tore etaoto, egore: - Kado je bu! Kado je bu! Meri rekodure!"
1060,"Dukejere ika, pana, ako padure boe kajeje. Ika, pana, ako aregodure, akore:"
1061,"Butore akore: - Cuku cuku cuku! Ewureji (Bakororo bureji, Itubore bureji)."
1062,"Icare eregodure, eregodo toro etogi, egore: - Wi wi wi wi wi wi! Eregodure mato tuibagi woe pugeje."
1063,"Icare eregodure eregodaji, egore: - Wi wi wi wi wi wi."
1064,Dukeje icare Bokuojeba aregodure pugeje. Kudu padure boe kajeje..taci. Akore:
1065,Ciemagudunure: cuku cuku cuku...
1066,"Dukeje icare eture kado tabo toro nowu aroe kae. Ere tuwirido kado tabo bororo oiado, nowu bokwarewu bure paru."
1067,"Nowu Bakororodoge (Bakororo e Itubore)  eragojere ebo: ia rakojere kana pemegarewu oto keje, ia mugure kana koborewu oto keje."
1068,"Dukejere ere ciemagu puibagi puibagi nowu birewu oiei tui kado jodo moto kae, tui akodo jamedu du abo."
1069,"Dukejere ere turagojedo nowu kado tabo, nowu bororo aoji."
1070,"Icare ere tugeragu adugo biriji, ere jipo badudo paci, nowu Parabaradoge etuo otogajeje."
1071,"Icare ere tugeragu nowu Parabaradoge etuoji. Arua jire ere tugeragu (Boe egore: Parabaradoge etuo, Boe egore: Parabaradoge eimejera, Boe egore: Uokuri)."
1072,"Icare ere nowa tugu to, biaga karega. Ere tugu jamedu boeto, ere nowa okwatorudo ji rugadu."
1073,Icare egore: - Tarego onaregedu bogai.
1074,"Icare eregodure bogai (Jerigi Otojiwu onaregedu rema), ekodo apo, ere buredo tu. Nowure ekare nowa kurido ji. Ere nowa aturigido ji (passaram só um pouco de barro), ere mugudo tu... Dukeje icare ere nowu adugo biri onado ji oino poruji oino tuku."
1075,Icare ere nowu Parabaradoge etuo onaregedu mugudo tu.
1076,Icare nowu parabaradoge etuo uragodure ewo nowu Parabaradoge akodo.
1077,Nonore icare ure tugera tugu nowu kadoto. Akore: pa pa pa pa pa !
1078,"Dukejere ere nowu Parabaradoge etuo reko jice bororo paru kae, ere nowu adugo biri rakojedo uporu keje."
1079,"Icare nowu uo uture pugeje woje tugana pegarewu jaogwai, icare ure tugirimi pugeje woje tugana pemegarewu jaogwai pugeje. Dutabore icare ure ipo to nowu tonaregeduji, ure ipo to nowu adugo biriji po po po po."
1080,"Dukeje icare nowu oragudure, akore: - iai iai iai iai!."
1081,"Icare nowu uo uture jice bororo paru kae cu cu cu. Nowu onaregedu uture rekodaji, ure cinogido uporu raji ju ju ju."
1082,Ere tugera tugu nowu kadoto pa pa pa pa.
1083,"Icare ere tugera ra nowu kado piji, ere barigu aroe bukeje pr pr."
1084,"Dukejere icare ia aroe kudu pado boe kajeje pugeje, akore: - A!..kao!..."
1085,Metuia akore: - Kae gae! (ere itura boe reko tugedui jitu tabo)
1086,"Ekodure mato, ere tuburedo aroe ao keje, ere turodo duru duru.. Ekudugodure nono aroe ao keje."
1087,"Icare eture pugeje toro aroe bure kae, ere tuburedo pugeje, re turodo duru duru duru."
1088,"Akedure dukeje, cewu buturori pugeje."
1089,"Aroe etawarare ure aroe ererudo jamedu, dukejere aroe erore nowu tureru piji Buturori kae."
1090,"Nowu Ki Bakororo, Kaigu (Aeredoge) ere nowu Buturori to mototo boetoji. Ere tugeragu ji ta (Ki Bakororo ure tugeragu corewuji, Kaigu ure tugeragu nowu kujagurewuji)."
1091,"Egore: - Wi wi wi wi, ere tubujodo pumegi tuku, egore: - ca! oino pui, ere tugana aogado ri tabo, ere to motoji pa!."
1092,"Dukeje icare Bakororo ure tugeragu Buturori corewuji, Itubore ure tugeragu kujagurewuji, ekodo tabo pugeje, nowu tumedage ekodaji."
1093,Icare egore pugeje: - Bokuojebage pugeje!
1094,Icare boe egore: - Aroe pugeje!
1095,"Nowu atugododurewuge aroe etagedure dukeje icare aroe eiamedure Buturori to motoji. Icare  areme, ime, kuridoge, boe etore kugure ere Buturori to motoji."
1096,Icare boe eiamedu akedure ji dukejere icare  ereru akedure.
1097,Aroe ererure jii boei nowu Buturori to motoji du tonaji.
1098,Icare Boe etagedure dukeje icare nowu boe ereru akedure taci!
1099,Nowu etuomage egore: - Oinono! Oinono! Jorubo barigu ipiji (2)
1100,"Dukejere icare nowu etuomage ere eke butudo, egore nowu tugeji: E.... E... E..."
1101,"Icare ere oiko, dukejere icare ere ika akodo."
1102,Nowu aroe etuo ure nowu ika akodo: to to to to.... to... tototo...
1103,"Icare Aromerere ure tugeragu akaruio Borogeji, kodo apo... cewu kado kae, ure iera bu keje, akore: Mareo, mareo, mareo! Aedaga reo, acarugo reo, akeroia reo, aparuia reo! Oinore akagore ji, oinore akagore ji."
1104,"Nowu icare rekodure todowu ae pugeje, todowu Butoregadu ae, kodure apo, ure iera bu kado keje pugeje tu... Imadure tabo pugeje, akore: No.... no no hu... hu hu!..."
1105,"Ca! Nowure icare ure tugeragu ecewu aroe maiwu uwieji, ure iera bu nowu kado keje pugeje tu. Imadure tabo pugeje, akore: - No... no no hu... hu hu!..."
1106,"Nowu icare rekodure nowu aroe maiwu uo ae pugeje, ure iera bu nowu kado keje tu je. Akore: No..., nono hu...hu hu!..."
1107,Nonore icare cewu uragodumodewuge ere turagojedo. Icare eragodure nowu aroe ekeroiaji.
1108,Nowu uragodurewu akore:
1109,Nowu uragodurewu akore:
1110,Nowu uragodurewu akore:
1111,Nowu uragodurewu akore:
1112,Nowu uragodurewu akore:
1113,"Nowu Bakororo, Itubore, Burekiabeio, Bokuojeba, Aere, Buturori ekeroia reno. Nonore ekeroiare. Nowu jire Boe eragodure."
1114,"Boecodure, icare barogwa kododure, dukejere Meriri Baru (paiwedu) uwadodure."
1115,Dukejere icare merure.
1116,Kodo jii dukejere icare aregodure bakuru kae.
1117,"Aiwore ji tu je. Icare ure tugirimi. Kodo jii bato. Aregodure bato, akore: - Iorudure aroe ji! Itogeadure aroe ji. Kiogoagire meture nowu bakuru tada, dukodire iroino tawogai."
1118,Dukejere icare akore: - Boe koduwuboe imi karega. Aroe etagiri reno. Aroe imireo.
1119,"Dukejere icare Tugaregere tuwu tuwugeje, egore: - Marigu, paregoduwo aroe akuru kuda, paeruduwo ji."
1120,"Dukeje icare piroje eregodure pugeje, mare etaregodukare ae."
1121,"Dukeje merire (patinhos da lagoa) eregodure, eerudunure ji, mare etaregodukare ae. Ere tugirimi. Icare ure to akirirogu bu tu ewugeje."
1122,"Dukeje turubare (pato grande) pugeje. Aregodure ae, mare ukare ciegi ji (não falou o seu nome). Ure tagirirogu maku tu ai.. Icare uture piji."
1123,"Dukeje icare piodudu (o beija-flor), Boe egore piodudu porerewurogu, nono, rekodure pugeje. Aregodure ae, ure juredo ji inono, oino, ure taiado apo m m m!"
1124,Icare akore: - Kakoduwu aroe akibao?
1125,Akore: - U! Boe koduwu aroe imi karega.
1126,Akore: Boe koduwuboe imi karega. Aroe imi. Aroe remawu imireo. Imire ikiere Aroe Buturori.
1127,Icare uture piji. Kodo tumedage etae. Ure taiado oino pa!
1128,"Akore: - Iorudure ji: Aroe rabodu. Aroe remawu rabodu. Akore Aroe remawuie ure puduni. Puduie boe egore Aroe Buturori, Aroe Buturori, oino."
1129,Icare eture ae tododai. I! Keadu karega ure! Boe awuru rugu ureore ure tumugui Tugarege etogi.
1130,"Icare Tugarege etaregodure Buturori ae. Makogodure ei, akore: -Tagaregodure?"
1131,"Akore: U! imireo. Iire boe egore Aroe Buturori, Aroe Buturori, oino."
1132,Nowu tugarege egore: - M!...
1133,"Akore: - Mare toroiwamodukare ii.  Mare tori corewu tamode bu tori kujagurewu keje, dutabore tawororomode iwogai."
1134,Nowu Tugarege egore: - Ii!... oino.
1135,"Ca! Nonore icare nowu Aroe Buturori uture tuiato, woje jewaduiewoto, Bakororo bogai.."
1136,"Nonore icare okware tuiato Bakororo bogai. Nowu kujagurewu uture tuiaoto, okware tuiaoto Itubore bogai."
1137,"Icare barogwa kododure, makogodure tuwie Kurugugaji, tuwie Apuieji, akore:"
1138,"Egore: - Nogware kugure, cegodo toro, boe baado cedogi."
1139,Egore nowu tuwobei.
1140,"Icare ere nowu irogodu kowu, ere nowu roto pobo tugu to."
1141,"Dukejere icare nowu Akaruio Boroge, nowu Kuruguga, eregodure nowu Ecerae etae."
1142,"Icare ere Bakorokudu iera ra paru codo, ere bure ra paru codo, ere mogajejewu bu, ere codo (Aroeceba corewu)."
1143,"Icare ere toro kogudo ekajeje, ere pariko tugo etaoto. Mare nowu pariko kedo karega: aroeceba kajejere nowu pariko ere kogudo, kuruguga kajejere ere nowu pariko kogudo."
1144,"Macare aroeceba bokware, kuruguga bokware, kocare pariko mito tu je, dure icare kogure tu, kogure tu, kogure tu, aroe etaora kajeje."
1145,"Aroeceba koiare, kuruguga koiare  ure aroe emodudo, ure boe eiamedu motudo. Macare boe bokware."
1146,"Icare Akaruio Boroge akore: - Icare pare eiado. Tageragu etoroji, toro ebo bororo kae."
1147,"Icare ere tugeragu etoroji, ekodure ebo bororo kae, ere ewuredo bororo keje."
1148,"Icare eture. Egogodure, egore: - m m m m..."
1149,Dukeje icare eturu cuku cuku cuku. Nowu tago tabore eture.
1150,"Ere tuwuredo, ere tamudo biega tu je, dukejere icare eture pugeje, nowu tagoia mito dutabo."
1151,"Ca! Dukejere nowu Akaruio Boroge, Kuruguga, eture etae, ere etoro kiwuje, ere pariko ta etao piji."
1152,"Nowu Ikuie Ekurewudo, nowu Tubore Ekurewudo eregodure to pobo kae, tubori po kae, tuwo nowu tagu aroe, tuwo nowu tuiedagamage etaimo."
1153,Icare ere etaimo tu.. nowu aroe keje.
1154,"Etaimodu akedure dukeje ere turagojedo, ere togwamu pf! Pf! Eiameduji."
1155,"Dukejere icare eture bato tuwai kae. Ere tamudo, mare jii je karega. (Logo em seguida vem o representação de AROE TUDOE)."
1156,"Biega tu je, dukejere icare Akaruio Boroge rekodure Bakorokudu ae pugeje. Kuruguga rekodure Jerigi Otojiwu ae pugeje."
1157,"Dukejere Akaruio Boroge rekodure Kaigu ae, rekodure Arua ae, rekodure Oca Kudurewu ae, rekodure Ki Bakororo ae, rekodure Ino Kuri ae."
1158,"Kuruguga rekodure Baramere ae, rekodure Poruiepa ae, rekodure Aromerere ae."
1159,"Icare ere ekudu kogudo, boe egore ewariga (O cabelo da fronte dividido no meio)."
1160,"Ere ewariga kogudo, dukeje icare eture ebo, ere edo pobetu, pobetu, pobetu."
1161,"Icare etagedure bororo kae, icare ere tuwirido...ta! oino bororo kajeje."
1162,"Icare ereru akedure. Icare Akaruio Boroge, Kuruguga, ere tugeragu ei. Ere pariko tawuje etao piji, ere butore kiwuje epogodawu piji, ere ewaiga aru epiji."
1163,"Nowu Tudoere nowu to iporogu, jepararogu, torigarogu, ere maku nowu Akaruio Boroge, Kuruga, etai."
1164,"Icare nowu apiborege areme ere etaimo tuboripo tabo. Eiamedu boe ere eteimo: Kurugugoe, Tudoe eiamedu."
1165,Akedure icare ere togwamu pf pf! Enure jorubo barigu boe epiji.
1166,"Icare Kuruguga, Akaruio Boroge, emagore tuwiemagei, egore: - Imedumage, tarego bapo kae, tawo maku Ecerae etai, eragoduwo tuiaduji."
1167,"Icare eragodure, nowu togwa kodaji (KIDOGURU PARAJI,. ROIA GIGUDUJI de Apiborege)."
1168,"Roia akedure, dukeje icare nowu aroe etuo aregodure, ure tumugudo ewure paru. Icare ere nowu toroe to pui ae. Icare imadure tabo, akore: No... no no hu... hu hu!..."
1169,"Icare ure turagojedo tabo taci. Icare uture tabo toro tuwai kae, ure turemo tabo, ure jeto tu tuieda keje."
1170,"Meri rekodutabo, Meriri Baru (paiwedu) akore: - Pawo aroe tawuje. Pawo Kaiwo tawuje. Oinore akore tumeduia Birimodoji (Ar. Cob), tumeduia Kaborewuji (Ar. Cob), tumeduia Mano Kurirewuji (Ar. Cob.), tumeduia Kurugugaji (Ap.)"
1171,"Icare nowu Meriri Baru mitodu, akore toneregedu Kaiguji (Bok.Ec.Cob.), akore: - Imedu,  akera bu itao keje, akagodo: - Aroeiagu tugera to, tuwure to motoji Kaiwo tabo tumeduia joki, tuge pogodawu (batata da lagoa), tuge otoe (id.) paru tabo."
1172,"Icare Meriri Baru makogodure, akore:"
1173,"Kodire inagoino, iedagamage Badojebage Cebegiwuge tagae toro, tabadure toro, iwadarugodure tagae toro!"
1174,"Akore: - Iedagamage,  pawo aroe eerududo, pawo aroedo tugera to, tuwure to motji Kaiwo tabo tumeduia joki."
1175,"Akore: - Inodowu (Kaigu), akonagodure ai amugudo aiadu paru jituji."
1176,"Akore: - Kodire inagoino, iorubodarege, itore, tagae (Tugarege, Ecerae), tarodo taci toro taiadu kae tawo oto akirido tai, tawo oto kado tai."
1177,Dukejere akore: - Baporogu reko!
1178,"Icare Bakorokudu ure Kaiwo parudo, bai tada. Areme eragodure jamedu."
1179,Akore (Kaiwo Paru): - I hi... kae gae Iwo! (2)
1180,Dukejere icare uture jii.. (raicigo).
1181,"Awu roiao akedumode 7 hora kae boecoji. Dukeje icare eture tuwai kae. Ere tamudo, enudure."
1182,"Barogwa kododutabore icare ipare eture nowu kaidaga kae, iturato. Etaregodure. Icare eragodure pugeje, roiaoji pugeje, nowu togwa kodaji (Ceima...)"
1183,"Dukejere icare  nowu roia remawu epa uture toro bato. Nowure icare ure moito tu tu tu je, toro tuwobe ebo, tuwire ebo, aroe maiwu muga kae, toro bato (3 has da tarde)."
1184,Icare ipare ere Kaiwo kogudo. Icare ipare ere Kaiwo okwaborado. Icare ipare ere Kaiwo okwa kogudo.
1185,Icare ipare ere cewu Kaiwo ira kurido tu tu tu tori tabo (amassam os talos das palhas com pedra)
1186,"Icare ere kogudo ipo kajeje. Nowu ipo jire boe egore Kaiwo Ika, Kaiwo Ika, ino. Oinore boe egore nowu Kaiwo epa iporoguji."
1187,"Ícare akedure. Nowure icare Boe erore tuginoi ji. Ure to iado boetojiwu, ure to akedudo boetojiwu, ure tuiebu to tabo bororo kae (o que acaba primeiro sai no pátio para dançar sozinho, depois vão se juntando os outros, na medida que vão acabando), tui to iado dukeje, dukejere iage ere tuiebu pugeje tui to iado dukeje tu tu tu je."
1188,Dukejere icare etagedure. Du tonajire Aroe Etawarare ure ererudo (pelo meio dia).
1189,"Ereru akedure, dukejere icare Meriri Baru (Paiwedu) ure tugeragu Akaruio Borogeji (Aroroedu), Ure tugeragu Baitogogoji (aroroedu), icare ure ee atugodo."
1190,"Ura nowa to to to ji. Ure awu ekera paru codo, ure eimori (antebraço) codo, ure nowa to to pugeje tu tu tu."
1191,"Ure ewure ra paru codo, ure atugodo nowa tabo co co co."
1192,"Boe egore: Meriri Baru, Akaruio Boroge, Baitogogo iera kobotodo (pintar), ure bure kobotodo, ure uporai kobotodo.Ákaruio Boroge, Baitogogo , eiere  Aroe Boerukiaridoge (Que não gostam do calor, porque a representação  a meio dia)."
1193,"Baitogogo akore: - Eregé Eregé Eregé Eregé Ke.....! (2)
Akaruio Boroge akore: cigi cigi cigi cigi ci...."
1194,"Icare reru akedure, dukejere icare ipare eture bato, tuwaito, tumuga kae, tuwo tugujagudo, tuwo tuiejiwudo, tuwo tubemegado."
1195,"Icare ere ciado (se acabam de enfeitar), dukejere icare eture baito."
1196,"Ca! Nowure icare ure tuginoi. Nowure icare aroe ererure bai tada, Kaiwo tabo. Ere taiado oino bato jii... Ere tuburedo."
1197,"Dukejere icare nowu Kaiwo uiadumage eture tabo. Uiadu Jerigi Otojiwu, uiadu Arua, eture tabo, baporogu tabo, kaiwara tabo (meri jetui woe pae jaka jitu tabo: 4 has da tarde)."
1198,Du tonajire ipare ererure bororoji.
1199,"Dukejere icare ere tugado puibagi: iage eedure jice bororo paru keje, iage eedure woje badojeba Bakorokudu apo."
1200,Akore: - Aito... (3) Ipare ewure reru rekoduiagu hi hi hi hi!
1201,"Areme ekedure nowu ipare eno Kaiwo otoji tu tu tu tu je, pumegi, oino rugadu."
1202,Icare nowu uragodurewu akore:
1203,Nowu WARUTO akedure dukejere icare  Aroe Etawarare ure ipare aroe ererudo pugeje nowu Kaiwo tabo.
1204,Icare eiamedu akedure icare ere tureru akedudo.
1205,Icare aroe etuomage ere etaimo. Ere pobo redo eiogi cu...
1206,Ecare ere turagojedo dukeje egore oino pf pf pf! Ere togwamu boei.
1207,"Eke moiawe, eke iworo. Beture. Ere kowuje. Ere kodu akedudo, dukeje icare eture."
1208,Ere ika maku Bakorokudu ai . Ure togwa tugu to.
1209,"Dukejere icare ipare ere tugeragu Meriri Baruji ere iera bu nowu Kaiwo keje, egore: - Emareo, emareo, emareo! Aedaga reo! Acarugo reo! Akeroia reo! Aparuia reo! Oinore arore ji. Oinore akagore ji!"
1210,"Icare ure tugeragu todowuji (todowu Jerigi Otojiwuji), ure iara bu Kaiwo keje, akore: - No... no no hu... hu hu!.."
1211,Rekodure todowu ae (cewu aroe maiwu uo ae) ure tugera kogudo iera kajeje tuku. Ure iera bu nowu Kaiwo keje tuku.
1212,"Dukejere icare Meriri Baru makogodure tuwiemagei, akore: - Bapo reko, bapo rejko! Bapo maku cerae eiamedu ai, eragoduwo!"
1213,"Icare ere tugeragu bapoji, icare ere maku cerae etai, egore: - Arago aiaduji! Arago aiaduji!"
1214,"Icare ere turagojedo, icare eragodure."
1215,Iocare boecodure. Boe enudure. Icare barogwa kododure.
1216,"Icare ure tôro kogudo ekajeje, ure pariko kogudo etao kajeje. Ure cewu kaidaga bu etorea kajeje, ure kogudo ekajeje, ure bu ewugeje, ure kogudo etaogajeje."
1217,"Icare uture ebo bororo kae, tui tugera kogudo etoro kajeje, dutabore uture ebo bororo kae."
1218,Kodure ebo kuri. Ure ewuredo tu nowu aroe ao keje.
1219,"Dukejere icare egogodure tuduwo bororoji, egore: m m m m m..."
1220,"Erore gu... cai tudure kodi, ciemagudutabo cuku cuku, bororoji jii... Ere tamudo jao pugeje."
1221,Dukeje icare egogodure pugeje: m m m m m...
1222,"Icare eture tu... cuku cuku, bororoji pugeje."
1223,"Nono Meriribarure tôro kiwuje epiji, ure pariko ta etao piji."
1224,"Icare makore tuwiemagei, akore: - Nege kugure, tarego bapo kae, tawo bapo maku Ecerae eiamedu ai, eragoduwo."
1225,Icare eragodure jii... Nowu togwa kodaji rugadu (KIDOGURU PARA e ROIA GIGUDU de Paiwe).
1226,"Ca! Akedure. Ere tura kado. Icare nowu uo aregodure mato, ure tumugudo tu ewure paru. Icare ere nowu cimo pariko, ere tuwabo, ere maku ai."
1227,"Icare uture tabo jii.. tuwai kae, ure jeto tu tuieda keje."
1228,Dukejere icare enudure.
1229,"Icare barogwa kododure dukejere icare rekodure etae, ure tugeragu ekeraji, kodo ebo jii... tuwobe emuga kae. Ure emugudo tu... ure ekujagudo. Ure ekujagu akedudo dukeje icare ure edugodo irogodutabo, ure edugodo nowa tabo."
1230,"Icare ere tôro kogudo ekajeje. Ere pariko tugu ekajeje, ere pariko tugu etaoto."
1231,"Icare ere tugeragu etoroji, eture ebo bororo kae. Ekodo ebo kuri...Ere ewuredu tu."
1232,"Icare egogodure. Tuduwo bororoji re egogodure. 
Egore: - m m m m m..."
1233,Icare eture bororoji cuku cuku cuku.
1234,"Ere tuwuredo tu... ere tamudo biega tu je, dukejere icare eture pugeje."
1235,"Egogodure tudumode dukeje, egore: - m m m m m..."
1236,"Icare nowu Meriribarure tôro kiwuje epiji, ure pariko ta etao piji, ure mugudo tu aroe ao keje."
1237,"Icare makogodure tuwiemagei, akore: - Imedumage, tarego pariko kae, tarego bapo kae, tawo maku Ecerae etai, eragoduwo tuiaduji."
1238,"Icare eragodure jii... Ere KIDOGURU PARA ko, ere RIOA GIGUDU ko (de Paiwe), nowu togwa kodaji.."
1239,"Dukeje nowu aroe uo aregodure. Ure tumugudo tu ewure paru. Icare ere cimo pariko, tuwabo, ere maku ai."
1240,Icare uture tabo toro tumuga kae.
1241,"Meri rutu tabo, bai tada, Aruare ure tudawuje apo (ru apo). Mare boe uwadodukare ai jamedu, boe enogwa podunure pui (falam em segredo)."
1242,Icare ere tôro upodo itoru tabo bai bai bai. Ere buke tugu aoto tuku. Icare ere joku bu.
1243,"Meture tôro tada rugadu: iera padukare kajeje, bure padukare kajeje."
1244,"Icare ere iado. Dukejere ewadodure paiwe areme etae, etuwo mato bororo kae tuwagu tabo, ewo jukodo tuiedaga Ruji."
1245,Icare ure tuiebu.
1246,Egore: - Ca! Ure tuiebu!
