id	source	portuguese	reviewed	portuguese_reviewed	segmentation	gloss	editorial_note
BOR-CORBO-OIE-CANTO-001	“Oieigo jetuiaga, Bokodoriware iga oieigo wararere, tagaruia Bokuojeba Bakororo tuiagajejewu onawuio okwabijire. Oieigo jetuiaga”.	“Aqui está o canto de Oieigo, executado por mim Bokodori, a começar pela imposição do cinto enfeitado no afamado Bokuojeba Bakororo. Aqui está o canto de Oieigo”.					
BOR-CORBO-OIE-CANTO-002	Dykeje icare ere roia ta ji. Du keje icare emagore nowy cimo nonogo ji, emagore nowy cimo kidoguru ji, emagore nowy cimo kiogoagiri ji, emagore nowy cimo kuje bo ji, emagore nowy cimo nabure buji, emagore nowy cimo nabure oiaga ji, kuido oiaga ji, emagore nowy cimo nabure aro ji, kuido aroji, emagore nowy tuie kejewy ciwaboe etoiaga ji, emagore tuguie bokodori ji, emagore tuguie akigu ji, emagore tuguie meriri ji, emagore uworo aroeceba ji, emagore tuworo kuruguga ji, emagore tui aroedu puje dyji, emagore tuwiadawu cugui biri ji, emagore tadugo Bakororo atugo ji, emagore turijo oinono pureore dyji, emagore tuwaiga ao keje dyji, emagore Aije ji.	Depois cantam para ele. No canto fazem referência  ao urucum, à resina, à penugem, às peninhas de mutum e de arara vermelha, às penas do pé da asa de arara vermelha e de arara amarela, às penas de rabo de arara vermelha e de arara amarela, fazem referência à viseira feita de penas de rabo da japu, fazem referência ao seu colar de unhas de tatu canastra, falam do seu colar de linha de algodão, do seu colar de metal, do seu enfeite de penas de águia, de gavião caracaraí, falam das representações rituais, do seu brinco de pele de tucano, de sua pintura de Bakororo,  das pinturas, da semelhança mútua, dos enfeites da ponta dos arcos, falam de Aije.
