id	source	portuguese	reviewed	portuguese_reviewed	segmentation	gloss	editorial_note
BOR-CORBO-OIE-FINADO-BENTINHO-G86-045	Jorudu kiogo umuguiagu (2) Aredo Buturori Bakorororodo jorudu kiogo umuguiagu tagirido du tabo AROE BAKORORO pudabowu uparigogo urugudodu parugajeje. Jorudu kiogo umuguiagu./						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-046	Etoiaga atugodoka akije toro (2) Etoiaga atugodoka akare IPARECEBA BAKORORO uworoio padarogwareu jerigiare etoiaga atugodoka ikuie Poboia ekumodu bopaguduia ITOBORE KUDAGABO akije toro maidoduia aewere okwabugeje. Etoiaga atugodo akije toro.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-047	Uwogosori jeragudu paduigaje (2) bopaguduia NONOGWARE BAKORORO uwogodori jeragudu paduigaje tuigoia cimo kuje eiegiri uredudu rerudodu tabo aroe tuwororo parugajeje. Uwugodori jeragudu paduigaje.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-048	Ako utugodo umuguiagu (2) Uiedaga TOROWARI BAKORORO ako utugodo umuguiagu tugoia tuworoio padarogwareu Jorigiari etoiaga atugo rerudodu tabo aroe tuwororo okwabijire. Ako utugodu muguiagu.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-049	Oiaga awaduna aregodu onatogire (2) Aredo Boiare Bokorororodo eigerere tarowewuio Kuwarare Eimejera pudabowu bopaguduia Aturuwa Ikare Bakororo oiaga awaduna aregodu ona togire rekoduia tuwororo okwabijire . Oiaga awaduna aregodu ona togire.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-050	Akiri waratuie tagire nono (2) Akiri waratuie tagiarega.tare areaku OKOGE URUKUIO enawuia kuogoreu akaru rekoducedo akiri waratuie tamuguia Taroiabo uia jetugae. Akiri waratuie tagire nono.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-051	Ema tamarido bureroka pureuwore (2) Akaruio bopaguduia KURUGUGOE EIMEJERA ema tamarido bureroka pureuwore tagiga oiagadodu padure taiogwaio otogajeje. Ema tamarido bureoka pureuwore.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-052	Uparigogo okwagujo umuguiagu (2) Akare ikimamomo UTUGOIO EIMEJERA uparigogo okwagujo umuguiagu rerugoduia tuwororo okwabijire. Uparigogo okwagujo umuguiagu./						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-053	Akowainotu umuguiagu (2) Aredo Aruguje Eimejerarodo akowainotu umuguiagu tuiorudu ioguduia tuwiria ekuio oia bukejewu tuguie Bokodori ekera ekumodu aregodureu aruduia awugeje. Akowainotu umuguiagu. OIEIGO AO						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-054	Upodoje tugu je toro (2) Bokuoduia arireu oiaga urugu paduiagu atugoia bopaguduia OKOGEREU BAKORORO upodoje okwa bukorire. Upodoje tugu je toro.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-055	Atugododu jaeiarega (2) Aredo Kuogori Bakorororodo eigerere tumerijewu tarowewuio Okoge Cibaiari bopaguduia TUOPA BAKORORO atugododu bureradore bokuoduia tugudawu boia bukorire.. Atugododu jaeiarega.						
BOR-CORBO-OIE-FINADO-BENTINHO-G86-056	Tagi kamace akaru tugu je toro (2) Aroduio rukomagaio tawidoduia tabaguduia bopagudia TORIBUGU BOKORORO ewoiga aio kuogoreu akaru rekoducedo akuie eruduia Aturua Bororo aio jetugae. Tagi kamace akaru tugu je toro.						
