id	text_number	title	metadata	documentary_content	reviewed	editorial_note
BOR-CORBO-BAK-01	01	01.CRIAÇÃO DOS MORROS	(Coqueiro)	"1.Bakuruie maragodure toriji. Ure tori pemegado Ciwaje apo, nowu metuia Ototori rogu apo. Enodo rogu raire puapo.
2.Barogwa kododure, eture puapo nowu tumaragodae tori kae.
3.Ere nowu tori kugudu rogu, parogwari kugudu rogu, ere kowuje.
4.  Nowu Ototori rogu ure ia rogu kowuje jamedu.
Icare eture tabo.,
Icare ere tuie jodo oino tu je, du kejere pobo rogu aregodure eiabiji. Po rogu buture  eiabiji tuku, tuku, tuku, kidure. Buture, kidure ju ju ju.
Ekodure tabo woje, woje, woje, puibagi, puibagi, jii... meri rekodu kae.
8.   Meri rekodure, enudure. Enogwagekare. Mare eke boikare ei, emedugodukare.
Barogwa kododure pugeje, eture pugeje nowu turoino jiwu tori kae pugeje.Parogwari, tori kugudu kae pugeje. Oinore erore ji. Ere kowuje.
Ca! Icare eture tabo pugeje.
A! ere tuie jodo tabo tu... nowu pobo rogu rore dogo dogo dogo. Kidure ju  ju ju. Boe jameduuuji.
Care nowu iere Ototori cewu oto rogu akedure. Pemo ukare oto rogu makai pugeje.
Barogwa kododure, otokare pugeje: oto rogu toriiigodure
Nowu Ciwaje, nowu Baireu, nowugere enodo kimore. Enodo akedukare.
Meri rekodure, enodo rogu bokware.
Icare boecodure, icare barogwa kododure: A! Enodo ure tureore pugeje.
Icare emaragodure.
Meri rekodure, boecodure, icare ere tuwu, enudure, turorewoji.
Icare barogwa kododure, icare Ciwaje jetadure boetoji. Ure tudo oino pudui tu je:   Boekare! Oto bokware.
Aiwore nowu baireuji, nowu rugadu otore.
A! Icare ure jetadudo, akore: - Aedadudo! Awo ia amaragodae mak’inai.
Aiwore ji: Boekare! Oto bokware (Ciwaje oto bokware).
Baireu akore: - A!
Ciwaje akore: -Amode ia amaragodae mak’inai.
Akore: - Imaragodae akedu.
Akore: - Akado! Pamaragoduwo puapo, pawo pagara ra puapo jamedu.
Akore: - Boro! Iroiwamodukare iwo ikera ra rawuje, iwo ia makákai.
Du kejere Ciwaje korigodure, akore: A! Aroiwamode!
Icare ure tugeragu ia toriji (tori kujagureu jire ure tugeragu).
Akore: - Akado! Oinore aromode.
Ure nowu tori to pa, nowu tumeduia Baireu aoraji. Ure barigu kuri ta tuwi tabo.
Icare ure nowu ureure to ji.
Icare jewodure  pugeje.
Du keje icare Boekare ema pugeje: kiogo rogu nure ema pugeje.
Icare oto rogu nure ema pugeje, rogu koborire tu oino.
Vocabulário:
Ototori (chupim): passarinho muito pequeno, bico grosso e curto.
Baireu (Bakuruie): pássaro de cor branca, bico curto e grosso.
Ciwaje (urubu-caçador): pássaro grande, preto, cabeça pelada, bico grosso e curto. Tem a asa quebrada. Foi este pássaro que transportou Toribugu de cima da rocha para o plano. Toribugu quebrou-lhe a asa para escapar dele.
Versão portuguesa desta lenda:
Bakuruie (Baireu: pássaro de cor branca, bico curto e grosso) estava trabalhando nos morros. Estava fazendo os morros em companhia de Ciwaje (o urubu-caçador) e mais o colega dele Ototori (o chupinzinho).O bico de todos eles era comprido.
Quando amanheceu, saíram juntos para o seu trabalho.
Comeram pedra mole e piçarra mole.
O chupinzinho também comeu um pouco.
Depois foram embora com ele (com o material para fazer os morros).
Então eles viraram a cabeça para baixo e do bico deles foi saindo uma agüinha. A agüinha foi gotejando da boca deles e, na medida que ia caindo, ia secando, secando.
Foram fazendo assim por um lado e por outro, indo e voltando, durante muito tempo, até entardecer.
De tardinha, foram dormir. Não comeram nada. Não sentiam fome e não estavam cansados.
Ao amanhecer do dia seguinte,  saíram de novo para o seu trabalho com os morros. Tendo comido primeiro piçarra e pedra mole.
Então eles foram embora de novo.
Viraram a cabeça para baixo e a água ia gotejando dogo dogo dogo, e secando. Sempre assim.
Até que o bico do chupinzinho acabou.. Deus não lhe deu mais bico.
Quando amanheceu, ele não tinha mais bico. O seu biquinho estava muito curto.
O Ciwaje e o Baireu, eles ainda tinham bico.
Ao entardecer o bico deles estava gasto
Aí anoitecia e, quando amanhecia, o bico deles estava outra vez normal.
Eles trabalhavam.
Chegava a tarde, anoitecia; então eles deitavam e dormiam como de costume
Na manhã seguinte, Ciwaje acordou primeiro. Palpou-se o rosto e percebeu que não tinha mais bico.
Olhou para Baireu, ele sim tinha bico.
Então o acordou, dizendo: - Acorde! Para me dar um pouco do seu trabalho.
Olhou para ele. Eis que não tinha Bico. O Urubu não tinha mais bico.
Então Baireu disse: Ah!
Ciwaje disse: - Você vai me dar um pouco do seu trabalho.
E acrescentou: - o meu acabou.
Falou: - Olha, vamos trabalhar juntos, para terminarmos juntos.
Baireu respondeu: - Nada! Eu não posso tirá-lo de mim para dá-lo a você.
Então Ciwaje ficou bravo e disse: - A! Você pode!
Aí pegou uma pedra (una pedra vermelha).
E disse: - Olhe! É assim que você vai fazer.
E bateu com a pedra na cabeça do seu colega Baireu, deixando-o morto.
Aí fez o canto para ele (ureure baiodore podomire)
Depois ressuscitou de novo.
Mas já não era mais gente: tinha se convertido em pássaro.
O bico dele agora era curto e grosso."		Extração documental do DOCX; numeração, grafia, traduções/interpretações, vocabulário e notas preservados sem normalização. Alinhamento Bororo–português ainda não inferido automaticamente.
BOR-CORBO-BAK-02	02	02.  KAIGU E MARIRI BARU	"Ditou, Frederico Coqueiro, 1983. | Fazemos esta interpretação em 1992, 5 anos depois do falecimento de Coqueiro. | Coqueiro, o narrador, era um bororo do clão dos Bok. Ec. Cob.(Kaigu) casado na Igreja Católica e segundo as normas da tribo com Margarida, uma borora da metade dos Tugarege e do clã dos Paiwe (Meriri Baru), com a qual conviveu toda a vida, depois do seu casamento cristão, em tal harmonia que quando ela se foi para o céu ele não agüentou a saudade e pouco tempo depois seguiu atrás dela. A história reflete a profunda amizade e ao mesmo tempo o grande respeito que existe entre os clãs de metades exogâmicas entre os quais se realiza o casamento Bororo. Só entre eles se chamam ""iadu"" (meu cunhado). Coqueiro é Kaigu (representa o sub clã dos Bokodori Ecerae Cobujiwuge), a esposa e os parentes dela são do clã  dos Paiwe, representados por Meriri Baru. Interessante como na história, quando os dois cunhados representam os patos da lagoa, Kaigu representa a fêmea e Meriri Baru representa o macho (inversâo de papeis), como acontece após a morte de um bororo que fica representado pelo seu iadu ou aroe maiwu, o qual sempre é da metade oposta à do finado. | NOTA: Descrição (feita por Coqueiro) dos peixes que aparecem nesta lenda."	"1. Kaigu akore Meriri Baruji, akore: - Iadu, iadu, pameruwo.
Icare Meriri Baru akore Kaiguji, akore: - Iadu, iadu, pameruwo.
2. Icare emerure. Ekodo jii toooro. Icare etaregodure Koge Ekureu iguru kae.
3. Ere tuwuredo tu. Icare Kaigu akore: -Iadu, iadu! Akore: - Itaidure pawo awu koge ekureu i kado.
4. Akore: - Iadu, iadu, itaidure pawo kado rugadu.
5. Icare ere paro to ji (parotori, bariga emare boe eparo rema, jire boe emodudure meiawo bogai).
6. Icare ere cewu i butudo 'po'. Ere itura boe kado, ere akedudo, icare eture piji.
7. Kaigu akore: - Iadu, iadu, icare pare kado!
Mariri Baru akore: - Iadu, iadu, icare pare kado!
8. Kaigu akore: - Kode, iadu, iadu, paduwo.
Icare eture. Ekodo jii... bato.
9. Eerdure otoji. Meriri Baru akore: - Iadu, iadu
Kaigu akore: - Iadu, iadu!
10. Meriri Baru akore: - Pawo pagerapagado awu moto tadaboeji.
Kaigu akore: - Iadu, iadu! Pawo pagerakogado ji rugadu. Meriri Baru akore: U!.
11. Icare ewaigodure ji. Icare ere tugera tugu mototo ji, ure turugadu rugadu. Ere tawujedu kurido rugadu.
12. Icare Kaigu akore: - Iadu, iadu, pawo paroiwado pui.
Meriri Baru akore: -U! Pawo paroiwado pui.
Icare Meriri Baru akore: U! Pawo pariwao tawuje pui.
13. Icare Meriri Baru akore: - Iadu, iadu! Emareo, emareo! Ake otó reo
Icare Kaigu akore: - Iadu, iadu, emareo, emareo! Ake otó reo.
14. Icare Kaigu akore: - No...no... no no hu...hu hu...!
15. Icare Meriri Baru akore: - Iadu, iadu, acodo kuogo i co tabo.
Icare Kaigu akore: - Iadu, iadu, acodo icegu i co tabo.
15. Icare ere tuie codo tabo. Ere kaidaga bu puwugeje.
Meriri Baru akore: - Iadu, iadu, kaidaga bu awugeje.
Kaigu makore ji pugeje, akore: -Iadu, iadu, kaidaga bu awugeje.
16. Icare ere tuie codo, ere kaidaga bu tuwugeje.
17. Icare ere kodobo towuje, icare ere nowu otó tugu to, ere korawu.
Icare eture. Epuredugodure bato.
18. Icare Kaigu akore: - Iadu, iadu, pagudugoduwo.
Icare ekudugodure. Egore: -Kae!...Kae!...
19. Icare etaregodure bato. Ere tugu.
Icare boe eiamedure kowuje, eegarere jii...je.
20. Du keje icare eture cewu to i bogai.
Meriri Baru akore: - Iadu, iadu, pawo pagado tu cewu pagoe bogai.
21. Icare eture. Ekodo jii toooro kae.
Icare etaregodure kae, icare ere joru tugu to, icare eto piji.
22. Ekodo jii... Etaregodure bato. Icare enudure.
23. Icare barogwa kododure, du keje icare Kaigu aregodure Meriri Baru bogai, akore: - Iadu, iadu, awogaire iroino. Akore: - U!
24. Akore: - Pawo pagado tu cewu paro okudae bogai.(o que noso machadoi cortou com dor).
25. Icare Meriri Baru akore: - Iadu, iadu, pawo pagado bogai rugadu.
Akore: - Karo kodu boire ii
Akore: - Uto kodu boire ii
Akore: - Aiwo kodu boire ii
Akore: - Reko kodu boire ii
Akore: - Parotori kodu boire ii
Akore: - Kudorowo kodu boire ii
Akore: - Kuritaga kodu boire ii
Akore: - Botokuri kodu boire ii
Akore: - Gomagoma kodu boire ii
Akore: - Pao kodu boire ii
Akore: - Butuiereu kodu boire ii
Akore: - Ika poru boire ii
Akore: - Bopa kodu boire ii
Akore: - Inorubo kodu boire ii
Akore: - Apedago kodu boire ii.
26. Icare Meriri Baru akore: - Iadu, iadu, akire akonagodure igada uruguduji.
Akore: - Imire itonagodumode uraduji.
27. Icare Meriri Baru ure tugeragu nowu koge ekureu i uraduji, ure tugu tudo 'tuku', ure tujo maedo tabo.
Kaigure tugeragu nowu koge ekureu i uruguduji, ure tugu tudo 'tuku', ure tugigadu maedo tabo.
Icare Kaigu akore: - Iadu, iadu, icá!
Meriri Baru akore: - Hm!
28. Ure tuwu pobo tada tu...  nowu kuruga po tada. Nowu koge ekureu i urugudu koiare ure kurugado pudumi, koiare ure pobodo pudumi. Du tadare Meriri Barure tuwu.
29. Ure taora tugu 'ta', ure tao bu pobo kajeje 'ta', ure tugana to poboto cu cu cu. Ure taiado tuiadu Kaigu ae. Kodo tuiadu ae... ure turagojedo 'taci'.
30. Uiadu Kaigu ure tuwu tu nowu kuruga po tada pugeje. Ure taora tugu 'ta'. Nowu tuiadu Meriri Baru roiaji. Ure tuiebu pobo kajeje 'ta', ure tugana to poboto cu cu cu, ure taiado... tuiadu ae, ure turagojedo 'taci'.
30. Turubare coreu nure Meriri Baru (turubare imedu).
Turubare kujagureu nure Kaiguce (turubare aredu).
31. Icare Meriri Baru akore: - Iadu, iadu, akire akiere Meriri Kuruguga Are, akire akiere Turubare Kuri.
Icare Kaigu akore: - Iadu, iadu, akire akiere Arube, akire akiere Kurugugare.
Ere iogwarido pui rugadu: Wo!...
32. Du kejere icare eture puapo bato. Du kejere nowu cie tabore icare emagore pui puibagi tu tu tu je.
Interpretação:
Esta é uma história singela e delicada revela vários detalhes da cultura bororo e na qual podemos entrever também alguns detalhes da experiência vital do narrador. Todo pintor deixa nos seus quadros algum detalhe de sua própria fisionomia.
O assunto da história é o seguinte: Os dois cunhados Kaigu e Meriri Baru põe-se de acordo para ir passear (boe emeru = inclui as três idéias de passeio, caminhada, caçada). No caminho encontram uma árvore que em bororo tem o mesmo nome do peixe dourado. Os dois primos se põe novamente de acordo para derrubá-la, para o qual usam o machado de pedra.
Uma vez derrubada a árvore, cortam-lhe os galhos e voltam para a aldeia. No caminho de volta encontram uma planta que dá uma batata muito gostosa (otó). Põe-se de novo de acordo para arrancá-la, cavam a terra com a mão e com alegria constatam que está boa, grossa e abundante. Arrancam-na e num cerimonial muito gentil um oferece para o outro e mutuamente se agradecem. Alegres pelo achado os dois cunhados convidam-se a se pintarem o rosto cada um com o suco de uma planta determinada (Meriri Baru indica para Kaigu um pé de para-tudo e Kaigu indica para seu cunhado um pé de ipé amarelo(?). Pintam-se e enfeitam-se com palmas de indaiá. Fabricam um cesto para carregar as batatas, enchem-no e encaminham-se de novo para a aldeia. Perto da aldeia, anunciam sua chegada com gritos rituais. Chegando na aldeia, cozinham a batata e toda a comunidade come com alegria.
Depois de algum tempo, novamente se convidam para ir ver como está a árvore que cortaram. Chegando lá, puseram fogo na árvore (já seca) e voltaram para a aldeia. Dormiram e no dia seguinte Kaigu convida seu cunhado Meriri Baru para ir de novo ver o que aconteceu com a árvore que ""o nosso machado cortou com sentimento"". Meriri Baru aceita com gosto e, prevendo o acontecido, já sente o desejo de saborear a carne de uma serie de peixes gostosos da lagoa. Na lenda sem mais aparecem os dois na beira da lagoa, pintando-se um com a cinza e o outro com o carvão que restou da árvore queimada, começando logo a pular na água e sair dela como patos. O primeiro que pula é Meriri Baru, de pintura escura de carvão, representando o pato macho, e depois dele pula Kaigu, com a pintura mais clara da cinza, representando o pato fêmea. O lugar onde a árvore tinha sido queimada convertera-se numa bela lagoa.
Depois desta experiência os dois se deram mutuamente novos nomes e se proclamaram segundo o costume da tribo. De volta na aldeia, continuam a chamar-se com os novos nomes.
São todos peixes de lagoa e que não se encontram no rio.
Vocabulário
Igada = lugar onde estava uma árvore cortada, lugar de lascas de árvore.
Oto = vrd. de batata comestível.
Icegu i = Ipé amarelo.
Rugudu (urugudu) = cinza.
Uradu = carvão.
Uto = cascudo; peixe de carne branca sem espinhos.
Aiwo = cascudo maior.
Reko = peixe de dente fino (traira).
Parotori = peixe redondo de muito espinho (acará).
Kudorowo: peixe redondo maior, de muito espinho.
Kuritaga: peixe sem espinho, sem dente, boca como boca de pote.
Botokuri: peixe de escama branca, redondo, boca pequena.
Gomagoma: peixe branquinho, gostoso.
Pao: peixe bonito, de bico comprido, carne gostosa.
Butuiareu: peixe de bico comprido.
Ika: peixe cascudo, bico comprido.
Bopa: peixe comprido, de couro, parece sucuri.
Inorubo: peixe comprido, de escama (muçum).
Apedago: peixe comprido, bico fino, tem também no rio."		Extração documental do DOCX; numeração, grafia, traduções/interpretações, vocabulário e notas preservados sem normalização. Alinhamento Bororo–português ainda não inferido automaticamente.
BOR-CORBO-BAK-03	03	03. POWARI GAGURUREU I: A PAINEIRA	(Coqueiro,1981)	"1.Meridoge eture, ekodure, tuiemaru tabo jii...
2. Icare etaregodure porue etae.
3. Icare ere ewido.
4. Etaiwore tu je ma, eka awadu nure!
5. Icare ere ekaguru tawuje. ere ekaguru tugu powarito, du tabore icare eture.
6. Ekodure jii je, nowu pobo jipaji, icare etaregodure adugodoge etae.
7. Etaiwore tu... Egore: - Kakodiboebao? Inoba ureboebao?
8. Egore: - Boe kodiboe cegi karega. Adugodoge cegireo. Boe ekudawu nure cewiri.
9. Egore: - U! Kode! Kaboba taboba pamode ewido pagudawuce? Egore boe ekudawuie ure tuwirice.
10. Egore: - Oinore paromode: Pawo awu boekaguru tugu awu ito, du tabore pamode ia bito. Metugodumode, du keje pamode bito pagudawuce.
11. U! Boe jokodu. Nonore paromode rugadu.
12.Kode awu i tore pamode awu boekaguru tugu.
13.U! Boe jokodu. Ema rugadu. Ekugudumode du kejere pamode awu arago to cai ei.
14. Icare ere nowu boekaguru tugu nowu ito.
15. U! Enure nowu ipo kugudugodudo boekaguru tabo, porue ekaguru tabo.
16. Ere iado tu. A! Du kejere icare erudure to.
17. Erudure nowu ito. Ere tumugudo pumegi tu.., to arago tabo.
18. Du kejere icare ere eegodo etae. Ere eegodo bu...bu...bu... oino toro adugodoge etae.
19. Icare adugodoge eerdure, icare ekorigodure, icare eture mato nowu meridoge etae, boe kori koia.
20. Etao awadure toro etae, tododai.
21. Emugu awadure toro i tada.
22. Icare etaregodure. Adugore taredo ta... Iera rore ito coku! Iera rore gr.... tuku moto kae.
23. Metuiare taredo taci jipagi. Iera rore ito coku! Iera rore i joki gr... tuku! Moto kae.
24. Icare kugudugodure. Nowu metuia kugudugodure. Icare ei pobedu ekugudugodure.
25. Du keje icare nowu Merire arago to ca! nowu metuiaji. Arire arago to ca! Nowu metuiaji pugeje.
26. Icare ere nowu ei pobedu ewido tu...
27. Icare eegarere tui ewido duji
28. Ere ewiri tawuje, ere ewiri jaido, ere ewiri atugodo, ere ewiri enawudo. 29. Nowu Merire tugudawu enawu urugu maedo. Nowu Arire tugudawu enawu okodo pui.
30. Icare nowu Merire jekudure nowu tuwie ukudawuji.
31. Nowu kudawu enawu moture jekai; kodi icare iwogure ji  je paga keje.
32. Icare nowu uwie akore: - U! Ikudawu enawu ukare ino. Akire akudawu enawu urugure, imire ikudawu enawu okore pui.
33. Nowu umana akore: - A! Nowu, akago kaba oino. Amode ikorigo ai.
34. Uwie akore: - O! Akorigodumodukare ii. Ikiwogukare ai, akire ma, akiwogure ii.
35. Ca! Oto pa reno.
36.  Du kodire nowu iere oinono. Einogi oia okwakare, Einogi oiare kodu kimore oinono nowu iji. Inogi oiare ure oinono nowu iji kimo.
37. Du kodire icare nowu pobo iere ""Meribo Po"", jamedu.
INTERPRETAÇÃO
1. (Os irmãos) Sol e Lua foram embora, andaram, procuraram bastante.
2. Até que encontraram os peixes jaús.
3. Os mataram,
4. E observando, (viram) que estavam muito gordos.
5. Então tiraram a gordura deles, a colocaram dentro de uma cabaça, e foram embora com ela.
6. Andaram bastante pela beira do rio, até que encontraram umas onças.
7. Quando as viram, perguntaram: O que é isto? Que classe de ser é este?
8. Elas responderam: Nós não somos qualquer coisa: Nós somos as onças. Os humanos fazem tapete de nossa pele.
9. (Então) eles disseram: -O!... Então! Com que vamos matá-las para nosso tapete? Elas falaram que sua pele era tapete de gente. O! Então como vamos fazer, para matá-las para nosso tapete?
10. (Depois) disseram: -Vamos fazer assim: vamos passar esta gordura nesta árvore e com isso vamos matar uma. Ela vai cansar e logo nos vamos matá-la para fazer nosso tapete.
11. Sim! Assim mesmo. É assim mesmo que vamos fazer.
12. Então vamos passar gordura nesta árvore.
13. Sim! Certo! Isso mesmo. Elas vão cansar e depois nós vamos bater cacete nelas.
14. Aí eles passaram a gordura no tronco da árvore.
15. Sim! Eles amoleceram bem o tronco com gordura, com a gordura dos jaús.
16. Logo que acabaram, subiram.
17. Subiram nessa mesma árvore e sentaram-se um perto do outro com seu cacete.
18. Depois começaram a chamá-las, remedando o urro delas: gritavam: bu...bu...bu...no rumo das onças.
19. Então as onças perceberam, ficaram furiosas e vieram no rumo de Sol e Lua, com raiva.
20. Olhavam bem para eles lá na frente
21. E eles ficaram (esperando) na árvore.
22. Aí chegaram. Uma deles pulou, suas garras encostaram na árvore e escorragaram gr... para o chão.
23. A outra pulou também, suas garras encostaram na árvore e escorregou gr... para o chão.
24. A primeira cansou (de tanto pular e escorregar) e a segunda também. As duas ficaram cansadas.
25. Aí o Sol bateu com seu cacete numa e o Lua bateu com o seu na outra.
26. Mataram, pois, as duas.
27. Ficaram alegres de tê-las matado.
28. Tiraram-lhes os couros, os esticaram (para secar), os pintaram, e os enfeitaram (de penas).
29. O Sol enfeito seu tapete com penas vermelhas e o Lua enfeitou o seu misturando (penas vermelhas com amarelas).
30. Depois o Sol ficou cobiçando o tapete do seu irmão mais novo.
31. Pareceu-lhe lindo o enfeite do tapete (do Lua). Por isso o roubou dele sem que ele percebesse.
32. Depois o irmão mais novo disse: - O! O enfeite do meu tapete não era assim. O enfeite do teu tapete era vermelho e o meu era misturado.
33. Então o irmão mais velho disse: A! Moço! Não fale assim. Você vai me fazer zangar com você.
34. O mais novo respondeu: O! Você não vai zangar comigo. Não fui eu que roubei de você. Foi você que roubou de mim.
35. Eis ! Este é o fim (da história).
36. Por isso que aquela árvore é assim (powari gagurureu i = árvore com gordura da cabaça). Os sinais das garras (das onças) não desapareceram. Os riscos de suas garras permanecem ainda nessa árvore, por isso os riscos de suas garras não desapareceram.
37. Por isso (também) esse rio chama-se Moribo Po (Rio do Sol).
Dados culturais:
A. Powari gagurureu i: Árvore como gordura da cabaça (paineira: uma árvore muito comum nos cerrados da bacia do rio Garças; sua casca macia e com riscos verticais evoca a lenda aqui narrada.
B. Pawari gagurureu i ukwa - A raiz da paineira.
Boe erubore ukwace. Boere boe etore kugure eerubodo ukwace.
Boe eiogore tabo jiwu boe etore ekuricigore.
Boe eiogokare tabo jiwu boe etore ekurikare.
- A raiz dela é remédio. Os bororos fazem da casca dela um remédio para as crianças. Os filhos dos bororos que são medicados com ela são fortes. As crianças que não são tratadas com ela são fracos.
C. Powari gagurureu i iwoi - A envira da paineira
Powari gagurureu iwoi pemegaguragare. Nowu kodire umodukare tugado. Boe kogudu pemegaguragareure nowu powari gagurureu iwoi rema.
Nowu kodire ari maegodumode pagodudu ema duji. Boe ekodo riwudure powari gagurureu iwoi pemegaguragare, ukare tugado.
- A embira da paineira é muito boa. Por isso ela não arrebenta. A embira da paineira é uma corda muito boa. Para amarrar o baquité a embira da paineira é muito boa. Não quebra.
D. Meribo Po, ou simplesmente Meribo (Rio do Sol):
É um dos nomes dados em Bororo ao Rio Garças, a cujo nome mais comum em Bororo é Jakoreuge Eiao (Lugar dos Botos)."		Extração documental do DOCX; numeração, grafia, traduções/interpretações, vocabulário e notas preservados sem normalização. Alinhamento Bororo–português ainda não inferido automaticamente.
BOR-CORBO-BAK-04	04	04. BARU KURU CIRI: O SABIÁ	(Alegria da Chuva) Coqueiro, Meruri 1982.	"1.Ia imedu, iere Kogae Cereu cedu,  Ceraedu, Badojeba  Cobugiwu, ure ia kiogorogu towuje, muguwo tumugato, aroei pudumi du keje.
2. Icare makore ji, akore: - Boerumode ai, pobo boimode ai du kejere amagomode: Baru kuru butudo mato, pobo boire ii, ikuduwo. Baru kuru butudo mato, baru piji piji piji, iwo itaimo, iwo itaredo kuri kuri kuri, iegare tabo.
3. Oinore akagomode nowu baru poji. Amearudure, amearudure, amearudure?
Akore: - U!
4. Akore: - Itaregodumodukare awogai pugeje, mare nonore akagomode du keje, imode pobo butudo awugeje, imode pobo arego awogai.
5. Icare ure taredo baruto, ure tugana jado, ure taiado, icare ure tumugudo, icare ure turagojedo taci.
6. Akore: - Nonore arore, nonore akagore. Akaiwo nure ia boetugu rogu bogai, akaiwo nure ia i poro  bogai, tore amode awiado, pobo kuricigore du keje. Akore ji.
Akore: - U!
7. Du kejere icare uture piji, taci toro baruto, aroei pudumi du tabo.
8. Du keje icare awu kiogo akogodure, akore: - Baru kuri  ciri, baru kuru ciri br! br!  ciri ciri ciri br! br! je.
9. Icare Birimodo, Kaboreu, Manobaru, Tadugo, Aroia Kurireu, Kogebowu, Buturegadu, Akaruio Boroge, Apuie Eceba, Kuruguga, Meriribaru, ere tudo pui, egore: inoba awu kiogorogu akore? Tawiapagado.
10. Icare Birimodo akore: - Baru kuru ciri, baru kuru  ciri, oinore akore.
Icare egore: - U! Nonore akore. Tuiamedu tabo.
11. Icare Birimodo akore: - Kode, nonore iemode, nonore akarumode.
Icare eiamedu egore: - U! Nonore umode rugadu.
12. Du kejere icare ere iogwarido ji, egore Wa!...
13. Kocare iere oinono Baru kuru ciri, nowu tuwadaru kae. Ie remawure Kogae Cereu rema.
INTERPRETAÇÃO
1.Um homem chamado Kogae Cereu, da metade dos Ecerae, do clã dos Baadojebage Cobugiwuge, fêz um passarinho, para ficar no seu lugar, quando se converter em aroe.
2.Entõa falou com ele e lhe disse: - Quando você tiver calor, quando tiver sede, fale assim: ""Céu líquido caia para cá, tenho sede, pare eu beber. Céu líquido caia para cá, do céu, de lá, de lá, para eu tomar banho, para eu pular logo logo logo, com alegria"".
3. É assim que você vai falar para a água do céu. Escutou? Escutou? Escutou?
Ele respondeu: - Sim.
4. Disse: - Eu não vou voltar mais para você, mas quando você falar assim, vou fazer cair água sobre você, vou mandar água para você.
Respondeu: - Sim!
5. Então pulou para cima, abriu as asas, rodeou, depois sentou, e em seguido ficou de pé.
6. Disse: - Assim você faz, assim você fala. Procura uma sombra, procura o buraco de um pau, e ali você se esconde quando a chuva for muita, disse-lhe.
Respondeu: - Sim!
7. Depois foi embora dele logo lá para o céu, convertido em aroe.
8. Depois o passarinho começou a cantar dizendo: Céu líquido se derrama, céu líquido se derrama, br!, br!, se derrama, se derrama, se derrama, br je!.
9. Aí todos os chefes dos clãs dos Tugarege se reuniram e disseram: Como que este passarinho está cantando? Escutem.
10.  Então Birimodo disse: - Céu líquido se derrama, céu liquido se derrama, assim que ele falou. Aí todos responderam: - Sim! É assim que falou.
11. Então Birimodo desse: -  Então! É assim que vai se chamar, esse vai ser seu nome.
Aí todos responderam - Sim, vai ser assim mesmo.
12. Aí todos o aclamaram: Wa!...
13. Por isso se chama assim: ""Baru kuru ciri""(céu líquido se derrama), por causa de seu canto. O seu nome verdadeiro é Kogae Cereu.
Explicação: O sabiá é um passarinho que anuncia a chuva: seu nome em Bororo é a interpretação de seu canto “barukuriciri”. Baru kuru cere (o céu líquido se derrama = a chuva está chegando)."		Extração documental do DOCX; numeração, grafia, traduções/interpretações, vocabulário e notas preservados sem normalização. Alinhamento Bororo–português ainda não inferido automaticamente.
